Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Event.Year
20151102X93015,Accident,2015-10-30,"Tronzano Vercellese, Italy",Italy,Fatal,Destroyed,Helicopter,BELL HELICOPTER TEXTRON INC,609,No,2.0,Turbo Prop,NUSN,,Flight Test,,2.0,0.0,0.0,0.0,,,,2015.0
20151104X84701,Accident,2015-10-30,"Cameron, LA",United States,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,Turbo Shaft,135,NSCH,,PHI INC.,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to remove a main rotor blade tiedown, which resulted in substantial damage to a main rotor blade when the engine was started.",2015.0
20151102X41519,Accident,2015-10-30,"Marion, SC",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,1.0,Turbo Shaft,133,,External Load,Rotor Blade LLC,0.0,0.0,0.0,1.0,VMC,,"A momentary jam in the tail rotor control system from an undetermined source, resulting in a torsional fracture of the tail rotor control torque tube and a loss of helicopter control.",2015.0
20151103X11156,Accident,2015-11-02,"Dallas, OR",United States,Non-Fatal,Substantial,Helicopter,BELL,206B,No,1.0,Turbo Shaft,133,,External Load,APPLEBEE AVIATION INC,0.0,1.0,0.0,0.0,VMC,,A loss of engine power for reasons that could not be determined based on the available information.,2015.0
20151104X14945,Accident,2015-11-03,"San Antonio, TX",United States,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,Turbo Shaft,135,NSCH,,"Air Evac EMS, Inc.",0.0,0.0,0.0,3.0,VMC,,The failure of the No. 3 tail rotor adapter and shaft due to a loss of torque on the retaining nut. Contributing to the accident was the lack of a requirement to inspect the tail rotor assembly for security in the helicopter manufacturer's maintenance manual and the operator's approved aircraft inspection program.,2015.0
20151103X52016,Accident,2015-11-03,"Sedro-Woolley, WA",United States,Non-Fatal,Substantial,Helicopter,MD HELICOPTER,369D,No,1.0,Turbo Shaft,133,,External Load,OLYMPIC AIR INC,0.0,0.0,0.0,1.0,VMC,,"The loss of engine power due to fuel starvation as a result of naphthenate fuel contamination, which blocked the fuel flow through the start pump. ",2015.0
20151110X43151,Accident,2015-11-04,"Mount Pocono, PA",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C 1,No,1.0,Reciprocating,091,,Instructional,HI TECH HELICOPTERS INC,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to remove the tension applied to the cyclic before takeoff, which resulted in a loss of directional control and the tail rotor striking the ground.",2015.0
20151204X43427,Accident,2015-11-06,"Monongahela, PA",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER DEUTSCHLAND GMBH,EC 135,No,2.0,Turbo Shaft,135,NSCH,,CENTER FOR EMERGENCY MEDICINE OF WESTERN,0.0,0.0,0.0,4.0,VMC,,"The inadequate securing of the wheeled fire extinguisher's cover which resulted in it being blown off of the fire extinguisher and ingested into the helicopter's fenestron during takeoff, resulting in a loss of directional control.",2015.0
20151123X63526,Accident,2015-11-11,"Sirinhaem Municipality, Brazil",Brazil,Non-Fatal,Substantial,Helicopter,ROBINSON,R66,No,1.0,Turbo Shaft,NUSN,,Unknown,,0.0,0.0,0.0,2.0,,,,2015.0
20151116X85351,Accident,2015-11-13,"Alpine, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Aerial Observation,Concho Aviation LLC,0.0,1.0,2.0,1.0,VMC,,"The pilots failure to maintain adequate rotor speed while maneuvering at low altitude, which resulted in a descent from which he was unable to recover. Contributing to the accident was the pilot's decision to conduct the flight at or near the helicopter's performance limit, which precluded recovery of the rotor speed in sufficient time to avoid the accident.",2015.0
20151030X93614,Accident,2015-11-14,"Sugarland, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,The overspeed of the main rotor system for reasons that could not be determined based on the available information.,2015.0
20151120X64809,Accident,2015-11-16,"Goshen, IN",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,EC120B,No,1.0,Turbo Shaft,091,,Instructional,HANSCOPTER LLC,0.0,0.0,0.0,2.0,VMC,,"The failure of the Thomas coupling at the interface with the main gear box tail rotor output shaft, which resulted in the helicopter's loss of tail rotor control.",2015.0
20151118X20221,Accident,2015-11-17,"San Carlos, Niue",Niue,Fatal,Destroyed,Helicopter,BELL,206,No,1.0,,NUSN,,Business,Helicopteros de Nicaragua (Helinica),3.0,0.0,0.0,0.0,,,,2015.0
20151118X05037,Accident,2015-11-19,"Carlsbad, CA",United States,Fatal,Substantial,Helicopter,AIRBUS HELICOPTERS,AS350B3E,No,1.0,Turbo Shaft,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,"The pilot's loss of control during landing on a dolly. Contributing to the accident were the pilot's decision to conduct the flight without an instructor despite multiple flight instructors' recommendations to the contrary, his failure to land on the ramp when he experienced difficulty landing on the dolly, and his impaired decision-making, judgment, and psychomotor performance, due to his use of a combination of two psychoactive drugs.",2015.0
20151119X93456,Accident,2015-11-19,"Apple Valley, CA",United States,Non-Fatal,Substantial,Helicopter,AIRBUS,EC135,No,2.0,Turbo Shaft,135,NSCH,,"REACH AIR MEDICAL SERVICES, LLC",0.0,0.0,0.0,5.0,VMC,,The ingestion of a towel from an unsecured storage container at the landing site into the helicopter's fenestron during the landing.,2015.0
20151123X54714,Accident,2015-11-21,"Justo Romero, Niue",Niue,Non-Fatal,Substantial,Helicopter,BELL,407,No,,Turbo Shaft,NUSN,,Unknown,"Agricola Tornabe, S.A. de CV",0.0,0.0,0.0,3.0,,,,2015.0
20151202X05945,Accident,2015-11-21,"Fox Glacier, New Zealand",New Zealand,Fatal,Substantial,Helicopter,EUROCOPTER,AS350,No,,,,,,,7.0,0.0,0.0,0.0,,,,2015.0
20151124X35420,Accident,2015-11-22,"Annaka City, Japan",Japan,Fatal,Destroyed,Helicopter,ROBINSON,R22,No,,,,,,,2.0,0.0,0.0,0.0,,,,2015.0
20151124X85143,Accident,2015-11-24,"Carlisle, WA",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,1.0,Turbo Shaft,091,,Positioning,OLYMPIC AIR INC,0.0,0.0,0.0,1.0,VMC,,A total loss of engine power during cruise flight due to fuel exhaustion. Contributing to the accident was the improper calibration of the fuel quantity gauge.,2015.0
20151201X72017,Accident,2015-11-26,"Destin, FL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Other Work Use,Timberview Helicopters,0.0,0.0,0.0,4.0,VMC,,The overstress fracture between the tail rotor driveshaft and intermediate flex plate for reasons that could not be determined based on the available evidence.,2015.0
20151202X00813,Accident,2015-12-01,"Venice, FL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Instructional,,0.0,1.0,1.0,0.0,VMC,,"The flight instructor's failure to maintain control of the helicopter during an autorotation, which resulted in a hard landing.",2015.0
20151208X01729,Accident,2015-12-07,"Angleton, TX",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,600N,No,1.0,Turbo Shaft,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,"A loss of control while hovering for reasons that could not be determined, because postaccident examination revealed no mechanical anomalies or failures that would have precluded normal operation.",2015.0
20151210X75818,Accident,2015-12-09,"West Palm Beach, FL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during the landing, which resulted in a horizontal rotation of the helicopter, and abnormal runway contact.",2015.0
20151211X13514,Accident,2015-12-11,"McFarland, CA",United States,Fatal,Destroyed,Helicopter,BELL,407,No,1.0,Turbo Shaft,135,NSCH,,Rogers Helicopters,4.0,0.0,0.0,0.0,VMC,,The pilot's loss of control and collision with terrain while attempting a course reversal after inadvertently entering an area of reduced visibility weather conditions. Contributing to the accident was the pilot's lack of recent experience with night time operations.,2015.0
20151217X21921,Accident,2015-12-12,"Mendoza Province, Argentina",Argentina,Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,NUSN,,Unknown,Helisol SA,2.0,0.0,0.0,0.0,,,,2015.0
20151216X13718,Accident,2015-12-16,"Superior, AZ",United States,Fatal,Substantial,Helicopter,AIRBUS HELICOPTERS,AS350,No,2.0,Turbo Shaft,135,NSCH,,AIR METHODS CORP,2.0,0.0,1.0,0.0,VMC,,"The pilot's loss of helicopter control in mountainous terrain as the result of operating the helicopter outside the performance envelope of its hydraulic system and encountering the servo transparency phenomenon. Contributing to the accident was the pilot's decision to perform low-level, high-speed maneuvers through mountainous terrain.",2015.0
20151217X15124,Accident,2015-12-16,"Valdez, AK",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,091,,Aerial Observation,VERTICAL SOLUTIONS LLC,0.0,0.0,0.0,3.0,VMC,,"The overhaul facilitys improper and excessive use of an approved lubricant during overhaul of the fuel injection servo, which resulted in a disruption of fuel flow and a total loss of engine power. ",2015.0
20151222X41221,Accident,2015-12-16,"Mixco, Guatemala",Guatemala,Non-Fatal,Substantial,Helicopter,BELL,407,No,,,,,,,0.0,0.0,1.0,2.0,,,,2015.0
20160114X10042,Accident,2015-12-22,"Warrenton, MO",United States,Non-Fatal,Destroyed,Helicopter,SCHWEIZER,269C,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,IMC,,"The noninstrument-rated pilot's continued flight into instrument meteorological conditions at night, which resulted in the loss of visual reference to the ground and his subsequent failure to maintain clearance from trees.",2015.0
20160106X93154,Accident,2016-01-01,"Rostov-na-Dony, Russia",Russia,Non-Fatal,Destroyed,Helicopter,BELL,429,No,2.0,Turbo Shaft,NUSN,,Unknown,Flash Energy Company,0.0,0.0,2.0,0.0,VMC,,,2016.0
20160119X41608,Accident,2016-01-13,"Ritter Butte, OR",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,F-28,No,1.0,Reciprocating,091,,Other Work Use,Cliff Hoeft,0.0,0.0,1.0,1.0,VMC,,"The pilots improper fuel management, which resulted in a total loss of engine power due to fuel exhaustion and subsequent impact with terrain.
",2016.0
20160203X31618,Accident,2016-01-17,"Zephyrhills, FL",United States,Non-Fatal,Substantial,Helicopter,TUCKER MITCHEL C,H 13,Yes,1.0,Reciprocating,091,,Personal,Great Cloud Design Incorporated,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain aircraft control while on ground standing with the engine running during high crosswind conditions which resulted in a static rollover and collision with the ground.,2016.0
20160119X14513,Accident,2016-01-18,"Hanalei, HI",United States,Non-Fatal,Substantial,Helicopter,AIRBUS,EC130,No,1.0,Turbo Shaft,135,SCHD,,Blue Hawaiian,0.0,0.0,7.0,0.0,VMC,,"The fatigue failure of the engine fuel pipe as a result of vibration caused by a worn starter-generator front bearing support, which excited the fuel pipe and caused it to oscillate at a resonant frequency, and a subsequent loss of engine power due to fuel starvation. Contributing to the severity of passenger injuries was the improper positioning of the passengers' seat belts.",2016.0
20160125X32433,Accident,2016-01-22,"Las Vegas, NV",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22,No,1.0,Reciprocating,091,,Instructional,J & J AIRCRAFT LEASING LLC,0.0,1.0,0.0,0.0,VMC,,The loss of helicopter control as a result of the loss of tail rotor effectiveness.,2016.0
20160208X24323,Accident,2016-01-22,"Buttwil, Eswatini",Eswatini,Non-Fatal,Substantial,Helicopter,ENSTROM,280,No,,,NUSN,,Instructional,Flugschule Eichenberger AG,0.0,0.0,0.0,1.0,,,,2016.0
20160126X02541,Accident,2016-01-25,"Phoenix, AZ",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,280,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,A total loss of engine power for reasons that could not be determined because postaccident examination of the engine did not reveal any anomalies that would have precluded normal operation.,2016.0
20160127X34458,Accident,2016-01-27,"Lindenhurst, NY",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22,No,1.0,Reciprocating,091,,Instructional,"Academy of Aviation, LLC",0.0,0.0,0.0,2.0,VMC,,"A rough running engine as a result of an intermittent failure of the left magneto for reasons that could not be determined, which resulted in a subsequent autorotation, impact with a sign, and rollover. ",2016.0
20160129X20531,Accident,2016-01-27,"Taldykorgan, Kazakhstan",Kazakhstan,Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS,MD-600,No,,,NUSN,,Unknown,JSC Aspan,5.0,0.0,0.0,0.0,,,,2016.0
20160201X64621,Accident,2016-01-29,"Shoals, WV",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER FRANCE,EC 130 B4,No,1.0,Turbo Shaft,135,NSCH,,Air Methods Corporation,0.0,0.0,0.0,3.0,VMC,,"The improper locking of the rear passenger door by the specialty nurse, which resulted in the door separating from the helicopter in flight.",2016.0
20160201X01857,Accident,2016-01-30,"Beaumont, TX",United States,Non-Fatal,Substantial,Helicopter,HELICOPTERES GUIMBAL,CABRI,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's inadequate compensation for wind during a hover-taxi and his failure to maintain helicopter control due to a loss of tail rotor effectiveness.,2016.0
20160202X93521,Accident,2016-02-02,"Aviatornyi, Russia",Russia,Non-Fatal,Destroyed,Helicopter,ROBINSON,R66,No,,Turbo Shaft,NUSN,,Personal,Southeast Agricultural Group LLC,0.0,0.0,2.0,0.0,VMC,,,2016.0
20160309X75504,Accident,2016-02-05,"Ashland, OR",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,600N,No,1.0,Turbo Shaft,091,,Positioning,,0.0,0.0,0.0,1.0,VMC,,"Fatigue cracking of a main rotor blade for reasons that could not be determined based on the available information.
",2016.0
20191003X74128,Accident,2016-02-05,"Taylor, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's improper collective input during a simulated engine failure autorotation with a power recovery, which resulted in a hard, bounced landing and the main rotor blade striking the tailboom.",2016.0
20160209X75436,Accident,2016-02-06,"Linden, NJ",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Instructional,Donald J. Banks,0.0,0.0,1.0,1.0,VMC,,"The pilot receiving instruction's failure to maintain helicopter control during the initial takeoff, which resulted in a dynamic rollover. Contributing to the accident was the flight instructor's inadequate remedial action due to his distraction by looking outside the helicopter to ensure that the area was clear.",2016.0
20160216X34107,Accident,2016-02-06,"Bejucal, Venezuela",Venezuela,Fatal,Destroyed,Helicopter,BELL,206,No,,,NUSN,,Unknown,,1.0,0.0,0.0,0.0,,,,2016.0
20160216X82609,Accident,2016-02-12,"Menominee, MI",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,TH-180,No,1.0,Reciprocating,091,,Flight Test,,0.0,0.0,0.0,1.0,VMC,,"The failure of the torque meter mounting bolts, which resulted in a loss of engine power to the main drive belt and rotors.",2016.0
20160213X75718,Accident,2016-02-13,"Carson City, NV",United States,Non-Fatal,Substantial,Helicopter,BELL,47G 3B 1,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,"The pilot's failure to maintain sufficient main rotor rpm, which resulted in a loss of helicopter control and a dynamic rollover.",2016.0
20160218X71040,Accident,2016-02-18,"Honolulu, HI",United States,Fatal,Substantial,Helicopter,BELL,206B,No,1.0,Turbo Shaft,091,,Aerial Observation,Genesis Helicopters,1.0,1.0,3.0,0.0,VMC,,"The in-flight failure of the engine-to-transmission drive shaft due to improper maintenance, which resulted in low main rotor rpm and a subsequent hard landing to water.",2016.0
20160224X04410,Accident,2016-02-23,"Torrance, CA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,Turbo Shaft,091,,Flight Test,ROBINSON HELICOPTER CO,0.0,0.0,0.0,1.0,VMC,,"A vibration of the helicopter, which resulted in an autorotation to soft terrain and subsequent impact of the tail boom with the main rotor. The reason for the vibration could not be determined because postaccident examination revealed no malfunctions or anomalies that would have precluded normal operation.",2016.0
20160314X94921,Accident,2016-02-24,"Globitsy, Russia",Russia,Fatal,Substantial,Helicopter,ENSTROM,F28,No,1.0,Reciprocating,NUSN,,Other Work Use,,1.0,1.0,0.0,0.0,VMC,,,2016.0
20160302X71152,Accident,2016-03-02,"Agua Dulce, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,47,No,1.0,Reciprocating,091,,Personal,Thomas J. White,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to set the appropriate collective friction prior to releasing the collective in flight, which resulted in decreased main rotor pitch, settling with power, and an impact with terrain.",2016.0
20160317X73352,Accident,2016-03-17,"Riverside, CA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R22,No,1.0,Reciprocating,091,,Instructional,CALIFORNIA AVIATION SERVICES INC,0.0,0.0,0.0,1.0,VMC,,"The student pilot's incorrect action performance by not applying sufficient pressure to the right anti-torque pedal, resulting in an uncontrollable left yaw, and ground impact.",2016.0
20160324X85218,Accident,2016-03-22,"Angostura, Colombia",Colombia,Fatal,Destroyed,Helicopter,BELL,206B III,No,1.0,Turbo Shaft,NUSC,,,Helifly,3.0,0.0,1.0,0.0,IMC,,,2016.0
20160405X20322,Accident,2016-03-22,"Riosucio, Choco, Colombia",Colombia,Fatal,Substantial,Helicopter,BELL,206,No,1.0,,NUSN,,Unknown,Helify,3.0,0.0,0.0,0.0,Unk,,,2016.0
20160324X73958,Accident,2016-03-23,"Oak Island, NC",United States,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Instructional,"HIGH TIDE HELICOPTERS, LLC",0.0,1.0,0.0,0.0,VMC,,"The student pilot's failure to maintain a stabilized hover, resulting in a loss of control and an impact with terrain.",2016.0
20160329X13001,Accident,2016-03-25,"Galena, MO",United States,Non-Fatal,Substantial,Helicopter,BRANTLY,B 2B,No,,,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,The pilots loss of control for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation. ,2016.0
20160329X64240,Accident,2016-03-25,"Carmila West, Australia",Australia,Fatal,Destroyed,Helicopter,BELL,206,No,,Turbo Shaft,,,,,1.0,0.0,0.0,0.0,,,,2016.0
20160326X80544,Accident,2016-03-26,"Enterprise, AL",United States,Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B2,No,1.0,Turbo Shaft,135,NSCH,,Metro Aviation Inc.,4.0,0.0,0.0,0.0,IMC,,"The pilot's decision to perform visual flight rules flight into night instrument meteorological conditions, which resulted in loss of control due to spatial disorientation. Contributing to the accident was the pilot's self-induced pressure to complete the mission despite the weather conditions and the operator's inadequate oversight of the flight by its operational control center.",2016.0
20160328X33033,Accident,2016-03-26,"Sodus, NY",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,F280,No,1.0,Reciprocating,091,,Instructional,B.A.C. Services,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper collective application at touchdown during a practice run-on landing, which resulted in the main rotor system impacting the tailboom and the forward portion of the fuselage impacting terrain during remedial action by the flight instructor. Contributing to the accident was the flight instructor's delayed remedial action.",2016.0
20160329X34312,Accident,2016-03-26,"Hanford, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,206B,No,1.0,Turbo Shaft,091,,Other Work Use,PREMIER ROTORS LLC,0.0,1.0,0.0,0.0,VMC,,"The pilot's decision to release the collective while flying at 10 feet above ground level, resulting in the rapid helicopter descent and impact with terrain.",2016.0
20160329X65507,Accident,2016-03-26,"Jamestown, ND",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369,No,1.0,Turbo Shaft,091,,Ferry,HAVERFIELD INTERNATIONAL INC,0.0,0.0,0.0,1.0,VMC,,"The pilot's excessive descent rate while flaring during a practice autorotation with a power recovery, which resulted in an impact with terrain.",2016.0
20160328X03918,Accident,2016-03-27,"Canadensis, PA",United States,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,1.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,"The pilot's loss of control due to spatial disorientation, which occurred after ascending in order to clear rising terrain and inadvertently entering the clouds.",2016.0
20160411X82556,Accident,2016-04-02,"Atemajac de Brizuela, Mexico",Mexico,Non-Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,Reciprocating,NUSN,,,,0.0,0.0,1.0,3.0,,,,2016.0
20160404X74644,Accident,2016-04-04,"Pigeon Forge, TN",United States,Fatal,Destroyed,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Aerial Observation,GREAT SMOKY MOUNTAIN HELICOPTERS INC,5.0,0.0,0.0,0.0,VMC,,"An inflight loss of engine power due to a failure of the engine fuel pump, which resulted in a collision with trees and terrain during the subsequent autorotation. The failure of the engine fuel pump resulted from the absence of adequate grease leading to accelerated spline wear within the fuel pump.",2016.0
20160407X72917,Accident,2016-04-06,"Supai, AZ",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,133,,External Load,Airwest Helicopters LLC.,0.0,1.0,0.0,0.0,VMC,,"The pilot's decision to fly a normal approach and forgetting that the long line remained attached to the helicopter, which resulted in the line snagging on a ridgeline, a loss of lateral control, and a rollover.",2016.0
20160411X10952,Accident,2016-04-07,"Suwalki, Poland",Poland,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,,,NUSN,,,,0.0,0.0,2.0,0.0,,,,2016.0
20180509X55948,Accident,2016-04-07,"Galliano, LA",United States,Non-Fatal,Substantial,Helicopter,AGUSTAWESTLAND PHILADELPHIA,AW139,No,2.0,Turbo Shaft,091,,Other Work Use,CHEVRON USA INC,0.0,0.0,0.0,9.0,VMC,,"The fatigue failure of a tail rotor blade erosion shield extension, which resulted in in-flight damage to a main rotor blade.",2016.0
20160411X25201,Accident,2016-04-08,"Weatherford, TX",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369,No,1.0,Turbo Shaft,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The pilot/mechanic's inadequate postmaintenance and preflight inspections, which resulted in his failure to remove the antitorque pedal lock and a subsequent loss of control during hover operations.",2016.0
20160415X13505,Accident,2016-04-15,"Jasper, GA",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER FRANCE,AS350,No,1.0,Turbo Shaft,135,NSCH,,AirMethods Corporation,0.0,0.0,0.0,4.0,VMC,,"The pilot's loss of helicopter control due to vortex ring state, which resulted in a hard landing. Contributing to the accident was the pilots decision to conduct the landing approach with a tailwind.",2016.0
20160416X61819,Accident,2016-04-16,"Baltimore, MD",United States,Non-Fatal,Destroyed,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Aerial Observation,Sky River Helicopters,0.0,0.0,0.0,3.0,VMC,,"The pilot's inadequate compensation for the wind while hovering out of ground effect, which resulted in a loss of tail rotor effectiveness.",2016.0
20160419X34935,Accident,2016-04-18,"Arden Hills, MN",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,PUBU,,Public Aircraft - State,Minnesota Department of Public Safety,0.0,1.0,0.0,0.0,VMC,,A partial loss of engine power for reasons that could not be determined based on the available evidence,2016.0
20160419X90934,Accident,2016-04-18,"Bely Island, Russia",Russia,Fatal,Substantial,Helicopter,ROBINSON,R66,No,,,NUSN,,Personal,Optholod CJSC,3.0,0.0,0.0,0.0,Unk,,,2016.0
20160420X52442,Accident,2016-04-20,"Myerstown, PA",United States,Non-Fatal,Substantial,Helicopter,BELL,47D1,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power for reasons that could not be determined because examination of the engine revealed no mechanical anomalies that would have precluded normal operation.,2016.0
20160421X11602,Accident,2016-04-21,"Los Fresnos, TX",United States,Non-Fatal,Destroyed,Helicopter,BELL,47G-2A,No,1.0,Reciprocating,137,,Aerial Application,"Hendrickson Flying Service, Inc.",0.0,0.0,1.0,0.0,VMC,,The pilot's inability to see and avoid the power lines because of trees obscuring his view.,2016.0
20160425X71401,Accident,2016-04-22,"Denver, CO",United States,Non-Fatal,Substantial,Helicopter,HELICYCLE/MORRISEY RR,RM-1,Yes,1.0,Turbo Shaft,091,,Personal,TurbineV LLC.,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain control of the helicopter yaw while operating in conditions conducive to loss of tail rotor effectiveness, resulting in an uncommanded rapid right yaw and ground impact.",2016.0
20160426X20123,Accident,2016-04-25,"Houston, TX",United States,Non-Fatal,Substantial,Helicopter,BELL HELICOPTER TEXTRON CANADA,206 L4,No,1.0,Turbo Shaft,135,NSCH,,AIR EVAC EMS INC,0.0,0.0,0.0,3.0,VMC,,"The pilot's failure to maintain directional control during takeoff in varying wind conditions, which resulted in a hard landing.",2016.0
20160723X95223,Accident,2016-04-26,"Pittsburgh, PA",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER DEUTSCHLAND GMBH,MBB BK 117 C-2,No,2.0,Turbo Shaft,135,NSCH,,AIR METHODS CORP,0.0,0.0,0.0,5.0,VMC,,"Maintenance personnels failure to properly secure the left vertical fin cowling during recent maintenance, which resulted in its separation and subsequent contact with the tail rotor system during flight.",2016.0
20160531X05632,Accident,2016-04-28,"Campos dos Goytacazes, Brazil",Brazil,Non-Fatal,Substantial,Helicopter,SIKORSKY,S76,No,2.0,Turbo Shaft,NUSC,,,Atlas Taxi Aereo,0.0,0.0,0.0,11.0,,,,2016.0
20161019X43919,Accident,2016-04-28,"Campos dos Goytacazes, Brazil",Brazil,Non-Fatal,Substantial,Helicopter,SIKORSKY,S76,No,,,,,,Atlas Taxi Aereo,0.0,0.0,0.0,11.0,,,,2016.0
20160505X23224,Accident,2016-04-29,"San Ardo, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,47G 5,No,1.0,Reciprocating,137,,Aerial Application,WILBUR-ELLIS CO,0.0,1.0,0.0,0.0,VMC,,The failure of the pin in the outboard end of the lateral flight control torque tube. ,2016.0
20160511X40514,Accident,2016-05-02,"Sao Paulo, Brazil",Brazil,Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,Reciprocating,NUSN,,Instructional,AGD Aviation,2.0,0.0,0.0,0.0,,,,2016.0
20160503X43234,Accident,2016-05-03,"Avacha`, Russia",Russia,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,NUSN,,Unknown,,3.0,0.0,0.0,0.0,Unk,,,2016.0
20160505X05345,Accident,2016-05-04,"Troutdale, OR",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22,No,1.0,Reciprocating,091,,Instructional,Hillsboro Aero Academy LLC.,0.0,2.0,0.0,0.0,VMC,,"The flight instructor's failure to monitor outside the helicopter during hover flight, which resulted in a collision with terrain and rollover.",2016.0
20160504X30424,Accident,2016-05-04,"Reedsville, WI",United States,Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,,Turbo Shaft,133,,External Load,Rotor Blade LLC,1.0,0.0,0.0,0.0,VMC,,"The failure of the power turbine governor's dual-spool bearing due to a lack of lubrication, which resulted in a complete loss of engine power and subsequent impact with terrain.",2016.0
